canonical_taxon_id,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,habitat_suitability
dephomys_eburneae,23.49,7.95,84.83,1137.6,28.64,19.27,9.37,24.43,22.55,26.77,20.21,1817.5,203.68,109.68,27.58,570.31,274.2,506.7,337.8,159.1,0.9499
desmana_moschata,-1.94,12.58,25.84,9457.2,24.82,-23.84,48.66,2.92,-6.81,15.09,-18.97,857.89,145.7,12.12,83.05,407.97,30.3,262.96,175.31,160.7,0.5797
desmodilliscus_braueri,18.6,8.82,51.33,2791.8,28.05,10.86,17.18,20.32,16.88,24.61,12.58,1089.84,134.65,55.75,38.61,377.03,139.38,309.85,206.57,134.2,0.984
desmodillus_auricularis,13.14,9.85,39.09,4487.4,26.99,1.8,25.19,15.66,10.62,21.95,4.32,527.57,71.4,22.02,49.92,199.91,55.05,152.97,101.98,177.2,0.7878
desmodus_rotundus,24.55,7.83,88.67,612.0,29.4,20.58,8.83,25.43,23.67,27.64,21.46,1950.5,211.47,123.4,24.08,592.11,308.5,540.37,360.24,243.0,0.9306
desmomys_harringtoni,19.76,8.84,70.31,1814.4,26.68,14.11,12.57,21.02,18.51,24.16,15.36,1503.87,175.6,85.1,32.1,491.68,212.75,422.66,281.77,414.3,0.9927
diaemus_youngi,24.29,7.92,88.79,574.2,29.19,20.27,8.92,25.18,23.4,27.41,21.17,1949.21,210.82,123.73,23.83,590.28,309.32,539.76,359.84,301.2,0.9356
dicerorhinus_sumatrensis,26.03,7.56,88.32,120.6,30.74,22.18,8.56,26.88,25.17,29.02,23.03,2010.52,211.11,132.69,20.8,591.12,331.72,553.7,369.14,246.6,0.8995
diceros_bicornis,20.6,8.54,65.41,1917.0,27.78,14.73,13.05,21.91,19.3,25.17,16.04,1483.52,174.28,83.1,32.78,487.99,207.75,417.45,278.3,236.6,0.9862
diclidurus_albus,24.88,7.79,88.62,446.4,29.71,20.92,8.79,25.76,24.0,27.96,21.8,1975.65,211.92,126.81,22.98,593.38,317.03,546.24,364.16,270.2,0.924
diclidurus_ingens,25.24,7.75,88.57,255.6,30.05,21.3,8.75,26.11,24.36,28.3,22.17,1993.08,211.15,130.04,21.7,591.22,325.1,549.8,366.53,305.1,0.9166
diclidurus_isabellus,25.5,7.73,88.54,102.6,30.3,21.58,8.73,26.38,24.63,28.56,22.45,1997.85,209.53,132.05,20.68,586.69,330.13,550.09,366.73,335.7,0.9111
diclidurus_scutatus,25.24,7.81,88.65,100.8,30.09,21.28,8.81,26.12,24.36,28.33,22.16,1991.75,208.87,131.67,20.67,584.83,329.17,548.4,365.6,376.8,0.9166
dicrostonyx_groenlandicus,-9.52,13.82,22.3,12279.6,24.57,-37.42,61.99,-3.32,-15.72,12.17,-31.22,398.65,75.52,3.32,101.86,211.46,10.0,132.87,88.58,0.0,0.2852
dicrostonyx_hudsonius,-3.83,12.79,24.04,10416.6,25.43,-27.76,53.19,1.49,-9.15,14.79,-22.44,743.64,131.26,6.54,89.44,367.52,16.35,230.32,153.55,0.0,0.5195
dicrostonyx_torquatus,-8.0,13.55,22.71,11782.8,24.8,-34.84,59.64,-2.04,-13.97,12.87,-28.88,474.69,88.29,3.96,98.55,247.21,10.0,154.32,102.88,0.0,0.344
didelphis_albiventris,16.94,9.3,53.11,2862.0,26.57,9.06,17.52,18.69,15.19,23.07,10.81,1025.13,127.16,52.04,39.08,356.04,130.11,291.69,194.46,356.5,0.977
didelphis_aurita,15.75,9.55,50.17,3182.4,26.21,7.18,19.03,17.65,13.84,22.4,9.09,883.79,111.59,43.29,41.22,312.46,108.24,252.42,168.28,389.4,0.9504
didelphis_marsupialis,24.8,7.79,88.62,502.2,29.64,20.85,8.79,25.68,23.92,27.88,21.73,1968.91,211.96,125.77,23.35,593.49,314.42,544.75,363.16,256.0,0.9256
didelphis_virginiana,12.69,9.8,35.67,4969.8,27.8,0.33,27.47,15.44,9.95,22.31,3.08,488.4,67.73,19.08,53.13,189.65,47.69,142.4,94.93,18.7,0.7577
dinaromys_bogdanovi,4.41,11.31,28.07,7680.6,26.55,-13.71,40.27,8.43,0.38,18.5,-9.69,765.57,120.58,18.37,71.2,337.63,45.93,230.13,153.42,19.2,0.6941
dinomys_branickii,24.11,7.92,88.79,714.6,29.02,20.1,8.92,25.0,23.22,27.23,20.99,1925.24,210.1,120.71,24.76,588.28,301.77,534.03,356.02,262.3,0.939
diphylla_ecaudata,24.61,7.85,88.7,507.6,29.47,20.62,8.85,25.49,23.72,27.7,21.51,1963.85,211.49,125.39,23.38,592.17,313.46,543.38,362.25,283.6,0.9294
diplomesodon_pulchellum,3.21,11.59,28.08,7894.8,25.91,-15.37,41.28,7.33,-0.92,17.65,-11.24,788.98,125.44,17.99,72.63,351.23,44.98,237.73,158.49,103.3,0.6714
diplomys_caniceps,23.98,7.9,88.77,862.2,28.88,19.98,8.9,24.87,23.09,27.1,20.87,1895.14,208.76,117.27,25.75,584.52,293.16,526.61,351.07,212.5,0.9413
diplomys_labilis,24.56,7.78,88.61,714.6,29.39,20.61,8.78,25.44,23.69,27.64,21.49,1935.68,211.24,121.36,24.76,591.47,303.4,536.92,357.95,192.7,0.9304
diplomys_rufodorsalis,21.52,8.36,70.87,1650.6,28.01,16.22,11.79,22.7,20.34,25.65,17.39,1605.84,185.68,92.33,31.0,519.91,230.83,450.44,300.3,220.6,0.9777
dipodillus_campestris,12.07,9.94,35.49,5086.8,27.48,-0.54,28.02,14.87,9.27,21.88,2.27,473.71,66.08,18.19,53.91,185.02,45.48,138.3,92.2,59.1,0.7381
dipodillus_dasyurus,12.67,10.07,41.61,4278.6,25.98,1.78,24.2,15.09,10.25,21.14,4.2,543.12,72.71,23.3,48.52,203.59,58.24,157.1,104.74,347.6,0.7889
dipodillus_simoni,10.17,10.34,33.99,5592.6,26.89,-3.52,30.41,13.21,7.13,20.81,-0.48,456.52,65.28,16.25,57.28,182.79,40.63,134.05,89.37,114.4,0.6892
dipodomys_agilis,7.83,10.81,32.32,6235.2,26.22,-7.22,33.44,11.17,4.48,19.53,-3.88,496.31,73.19,15.9,61.57,204.93,39.74,146.8,97.87,172.1,0.6582
dipodomys_californicus,4.78,11.36,29.72,7245.0,25.8,-12.41,38.21,8.6,0.96,18.16,-8.59,663.23,102.46,17.52,68.3,286.87,43.8,198.41,132.27,166.1,0.6668
dipodomys_compactus,12.42,9.87,35.67,5009.4,27.64,-0.02,27.66,15.19,9.66,22.1,2.75,481.8,66.95,18.71,53.4,187.45,46.78,140.54,93.69,41.4,0.7492
dipodomys_deserti,7.88,10.78,32.04,6276.6,26.38,-7.26,33.64,11.24,4.51,19.65,-3.9,505.43,74.68,16.07,61.84,209.1,40.18,149.57,99.71,145.2,0.6648
dipodomys_elator,9.36,10.39,31.67,6100.2,27.4,-5.4,32.81,12.64,6.08,20.84,-2.12,507.07,74.3,16.62,60.67,208.04,41.55,149.76,99.84,0.0,0.7012
dipodomys_gravipes,10.06,10.41,34.82,5484.6,26.5,-3.39,29.9,13.05,7.07,20.52,-0.4,444.57,63.24,16.09,56.56,177.08,40.23,130.38,86.92,181.8,0.6794
dipodomys_heermanni,6.68,11.02,31.36,6597.0,26.02,-9.14,35.15,10.2,3.17,18.98,-5.62,546.08,81.9,16.39,63.98,229.32,40.98,162.18,108.12,178.7,0.6579
dipodomys_ingens,7.1,10.95,31.74,6456.6,26.07,-8.42,34.49,10.55,3.65,19.17,-4.97,524.58,78.16,16.16,63.04,218.86,40.39,155.55,103.7,179.9,0.6564
dipodomys_merriami,10.38,10.29,34.07,5547.6,26.98,-3.21,30.2,13.4,7.36,20.95,-0.19,457.14,65.23,16.39,56.98,182.65,40.97,134.17,89.45,103.5,0.6942
dipodomys_microps,5.86,11.12,30.07,6985.8,26.21,-10.78,36.99,9.56,2.17,18.81,-7.08,621.58,94.9,17.32,66.57,265.73,43.29,185.41,123.61,121.6,0.6756
dipodomys_nelsoni,12.92,9.81,37.07,4757.4,27.48,1.01,26.47,15.57,10.27,22.18,3.66,500.89,68.72,20.15,51.72,192.43,50.39,145.69,97.12,83.7,0.7689
dipodomys_nitratoides,7.11,10.94,31.72,6460.2,26.09,-8.42,34.51,10.56,3.66,19.18,-4.97,525.47,78.31,16.17,63.07,219.27,40.43,155.82,103.88,177.5,0.6572
dipodomys_ordii,8.28,10.65,31.6,6289.2,26.81,-6.88,33.7,11.65,4.91,20.07,-3.51,517.19,76.46,16.41,61.93,214.09,41.02,153.07,102.05,77.4,0.6814
dipodomys_panamintinus,6.68,11.0,31.02,6660.0,26.18,-9.27,35.45,10.23,3.14,19.09,-5.73,560.66,84.33,16.63,64.4,236.13,41.58,166.63,111.09,149.0,0.6658
dipodomys_phillipsii,15.53,9.36,42.13,3855.6,27.74,5.53,22.21,17.75,13.31,23.3,7.75,688.04,90.09,31.13,45.7,252.26,77.83,198.05,132.04,106.5,0.8938
dipodomys_spectabilis,11.17,10.14,34.98,5292.0,27.12,-1.87,28.99,14.07,8.27,21.32,1.03,458.37,64.59,17.08,55.28,180.86,42.71,134.14,89.43,101.0,0.7115
dipodomys_stephensi,8.44,10.7,32.89,6039.0,26.32,-6.19,32.52,11.69,5.19,19.82,-2.94,475.44,69.46,15.75,60.26,194.5,39.36,140.32,93.54,170.6,0.6606
dipodomys_venustus,6.71,11.02,31.49,6566.4,25.97,-9.04,35.01,10.21,3.21,18.97,-5.54,539.85,80.85,16.3,63.78,226.38,40.74,160.28,106.85,188.2,0.6552
dipus_sagitta,4.63,11.25,28.04,7648.2,26.69,-13.42,40.12,8.64,0.62,18.67,-9.41,762.73,119.96,18.44,70.99,335.89,46.1,229.19,152.8,0.0,0.6987
distoechurus_pennatus,22.17,8.41,89.37,999.0,27.35,17.94,9.41,23.11,21.23,25.47,18.88,1822.82,202.52,111.4,26.66,567.06,278.51,507.34,338.23,426.9,0.9703
dobsonia_anderseni,23.51,8.12,89.04,669.6,28.53,19.41,9.12,24.42,22.6,26.7,20.32,1918.42,208.76,120.76,24.46,584.52,301.9,531.85,354.57,375.8,0.9497
dobsonia_beauforti,24.72,7.96,88.84,118.8,29.65,20.69,8.96,25.62,23.83,27.86,21.59,1980.37,207.92,130.72,20.79,582.18,326.79,545.38,363.59,448.2,0.9273
dobsonia_crenulata,24.68,7.95,88.83,178.2,29.6,20.65,8.95,25.57,23.78,27.81,21.54,1980.42,208.74,130.07,21.19,584.48,325.17,545.79,363.86,427.7,0.928
dobsonia_emersa,24.49,8.01,88.9,192.6,29.44,20.44,9.01,25.39,23.59,27.64,21.34,1976.23,208.5,129.63,21.28,583.8,324.09,544.73,363.15,449.6,0.9318
dobsonia_exoleta,24.35,7.99,88.87,354.6,29.29,20.31,8.99,25.25,23.45,27.5,21.2,1969.36,209.99,127.41,22.36,587.97,318.53,543.9,362.6,394.9,0.9345
dobsonia_inermis,21.58,8.39,75.23,1515.6,27.71,16.56,11.16,22.69,20.46,25.48,17.67,1655.19,189.84,96.41,30.1,531.54,241.02,463.54,309.03,275.7,0.9773
dobsonia_magna,20.36,8.73,75.4,1605.6,26.73,15.15,11.58,21.52,19.2,24.41,16.31,1595.34,183.97,92.13,30.7,515.11,230.31,447.26,298.17,420.5,0.9892
dobsonia_minor,22.3,8.4,89.36,921.6,27.47,18.07,9.4,23.24,21.36,25.59,19.01,1843.6,203.84,113.47,26.14,570.75,283.67,512.65,341.77,443.9,0.9685
dobsonia_moluccensis,24.73,7.95,88.83,147.6,29.65,20.7,8.95,25.62,23.83,27.86,21.59,1981.13,208.4,130.45,20.98,583.52,326.13,545.79,363.86,434.4,0.9271
dobsonia_pannietensis,20.31,8.67,69.23,1805.4,27.2,14.67,12.53,21.56,19.06,24.69,15.93,1519.95,177.38,86.08,32.04,496.68,215.21,427.13,284.76,334.2,0.989
dobsonia_peronii,20.62,8.65,74.47,1612.8,27.01,15.39,11.62,21.78,19.46,24.69,16.55,1598.72,184.44,92.26,30.75,516.43,230.64,448.24,298.83,377.3,0.987
dobsonia_praedatrix,23.36,8.14,89.06,736.2,28.39,19.25,9.14,24.28,22.45,26.56,20.16,1904.33,208.1,119.17,24.91,582.69,297.92,528.37,352.24,367.6,0.9523
dobsonia_viridis,24.47,7.98,88.86,275.4,29.41,20.43,8.98,25.37,23.58,27.62,21.33,1975.09,209.52,128.65,21.84,586.64,321.63,544.96,363.31,413.1,0.9322
dolichotis_patagonum,7.13,10.88,30.94,6600.6,26.47,-8.7,35.17,10.65,3.61,19.44,-5.18,557.28,83.59,16.72,64.0,234.06,41.79,165.51,110.34,107.8,0.6753
dolichotis_salinicola,12.34,10.04,38.85,4626.0,26.55,0.71,25.84,14.92,9.75,21.38,3.29,496.29,67.64,20.33,50.84,189.39,50.83,144.13,96.09,234.8,0.7564
dologale_dybowskii,24.12,8.0,88.89,500.4,29.07,20.07,9.0,25.02,23.22,27.27,20.97,1953.39,210.27,124.8,23.34,588.75,311.99,540.44,360.29,361.4,0.9388
dorcatragus_megalotis,19.6,8.88,70.02,1837.8,26.58,13.9,12.68,20.87,18.33,24.04,15.16,1491.15,174.36,84.19,32.25,488.21,210.46,419.2,279.47,428.1,0.9934
dorcopsis_atrata,20.56,8.64,72.45,1679.4,27.12,15.19,11.93,21.75,19.37,24.73,16.38,1573.01,182.2,90.19,31.2,510.16,225.48,441.38,294.26,355.5,0.9873
dorcopsis_hageni,22.56,8.34,89.29,874.8,27.7,18.36,9.34,23.49,21.63,25.83,19.29,1859.68,205.01,114.94,25.83,574.04,287.35,516.83,344.56,425.6,0.9648
dorcopsis_luctuosa,22.1,8.43,89.39,1011.6,27.28,17.86,9.43,23.04,21.16,25.4,18.8,1818.04,202.15,110.99,26.74,566.02,277.46,506.09,337.4,432.5,0.9712
dorcopsis_muelleri,23.49,8.19,89.11,522.0,28.54,19.36,9.19,24.41,22.57,26.71,20.28,1936.69,208.76,123.5,23.48,584.53,308.74,535.96,357.31,448.1,0.9501
dorcopsulus_macleayi,21.02,8.59,79.3,1447.2,26.98,16.15,10.83,22.1,19.94,24.81,17.23,1665.67,190.25,97.65,29.65,532.69,244.13,466.1,310.73,393.5,0.9835
dorcopsulus_vanheurni,21.63,8.5,87.8,1202.4,26.95,17.28,9.68,22.6,20.66,25.02,18.24,1756.36,197.62,105.36,28.02,553.34,263.4,490.04,326.69,414.7,0.9771
dremomys_everetti,23.27,8.13,89.05,847.8,28.29,19.16,9.13,24.18,22.36,26.46,20.07,1881.57,207.07,116.58,25.65,579.81,291.44,522.75,348.5,329.2,0.9537
dremomys_lokriah,13.97,9.58,37.9,4507.2,27.88,2.59,25.28,16.5,11.44,22.82,5.12,544.75,73.8,22.68,50.05,206.63,56.69,157.99,105.33,39.6,0.8093
dremomys_pernyi,12.68,9.9,37.63,4723.2,27.14,0.84,26.3,15.31,10.05,21.88,3.47,497.24,68.1,20.1,51.49,190.69,50.25,144.57,96.38,137.3,0.7628
dremomys_rufigenis,19.0,8.76,53.66,2611.8,27.99,11.65,16.33,20.64,17.37,24.72,13.29,1168.8,142.95,60.96,37.41,400.26,152.4,331.59,221.06,156.5,0.9878
dromiciops_gliroides,5.93,11.03,29.12,7174.8,26.76,-11.12,37.88,9.71,2.14,19.18,-7.33,671.45,103.4,18.0,67.83,289.52,45.0,200.71,133.81,23.2,0.6992
dryomys_laniger,6.37,11.09,31.22,6674.4,25.91,-9.61,35.52,9.92,2.82,18.8,-6.06,556.87,83.82,16.48,64.5,234.69,41.19,165.53,110.35,190.1,0.6559
dryomys_nitedula,3.47,11.62,29.08,7615.8,25.45,-14.52,39.96,7.46,-0.53,17.45,-10.52,727.78,114.3,17.73,70.77,320.04,44.32,218.61,145.74,194.4,0.6589
dyacopterus_spadiceus,20.67,8.56,68.46,1801.8,27.55,15.04,12.51,21.92,19.42,25.05,16.29,1529.58,178.47,86.66,32.01,499.72,216.65,429.82,286.55,280.9,0.986
dymecodon_pilirostris,6.25,11.16,31.77,6589.8,25.56,-9.55,35.12,9.76,2.74,18.54,-6.04,534.48,80.13,16.06,63.93,224.37,40.16,158.72,105.81,248.4,0.6406
echimys_chrysurus,25.12,7.87,88.73,50.0,30.0,21.13,8.87,26.0,24.23,28.22,22.01,1986.11,207.46,131.95,20.28,580.88,329.88,546.45,364.3,424.1,0.9191
echimys_saturnus,25.88,7.56,88.32,234.0,30.59,22.03,8.56,26.74,25.02,28.88,22.88,2008.23,212.45,131.27,21.56,594.87,328.18,553.83,369.22,216.1,0.9029
echimys_semivillosus,21.5,8.4,73.62,1567.8,27.78,16.37,11.4,22.65,20.36,25.5,17.51,1635.24,188.14,94.77,30.45,526.79,236.93,458.24,305.49,262.2,0.9781
echinoprocta_rufescens,26.15,7.5,88.24,165.6,30.83,22.33,8.5,27.0,25.3,29.13,23.18,2014.38,212.15,132.44,21.1,594.01,331.1,555.07,370.04,206.2,0.8969
echinops_telfairi,13.26,9.97,42.99,4064.4,26.02,2.82,23.19,15.58,10.94,21.38,5.14,592.6,78.46,26.13,47.1,219.67,65.31,170.99,114.0,356.8,0.8243
echinosorex_gymnura,24.93,7.76,88.58,484.2,29.75,20.99,8.76,25.81,24.06,28.0,21.87,1973.61,212.22,126.26,23.23,594.22,315.66,545.93,363.95,244.5,0.923
echymipera_clara,23.13,8.24,89.18,662.4,28.22,18.97,9.24,24.06,22.21,26.37,19.9,1910.72,207.82,120.35,24.42,581.9,300.87,529.67,353.11,437.6,0.9561
echymipera_davidi,20.99,8.56,75.69,1548.0,27.21,15.9,11.31,22.13,19.86,24.95,17.04,1630.43,187.36,94.67,30.32,524.62,236.68,456.78,304.52,350.1,0.9837
echymipera_echinista,21.34,8.55,84.81,1288.8,26.89,16.8,10.09,22.35,20.33,24.87,17.81,1723.91,195.0,102.58,28.59,546.01,256.46,481.48,320.99,419.1,0.9803
echymipera_kalubu,22.34,8.38,89.34,934.2,27.5,18.12,9.38,23.28,21.4,25.63,19.06,1841.8,203.8,113.23,26.23,570.65,283.07,512.23,341.49,431.3,0.968
echymipera_rufescens,21.07,8.61,82.65,1359.0,26.8,16.38,10.42,22.11,20.03,24.71,17.42,1695.7,192.64,100.24,29.06,539.39,250.61,474.0,316.0,427.5,0.9831
ectophylla_alba,20.28,8.51,58.29,2244.6,28.31,13.71,14.6,21.74,18.82,25.39,15.17,1345.34,161.11,72.91,34.96,451.11,182.28,380.03,253.36,131.9,0.9867
eidolon_dupreanum,15.19,9.64,48.31,3378.6,26.17,6.21,19.95,17.19,13.2,22.18,8.21,808.0,103.12,38.7,42.52,288.75,96.75,231.3,154.2,382.0,0.9289
eidolon_helvum,22.01,8.28,75.62,1470.6,28.03,17.09,10.94,23.11,20.92,25.84,18.18,1680.71,192.24,98.32,29.8,538.27,245.79,470.43,313.62,229.6,0.972
eira_barbara,23.94,7.94,88.81,808.2,28.86,19.92,8.94,24.84,23.05,27.07,20.82,1904.85,209.11,118.44,25.39,585.52,296.09,528.97,352.64,244.2,0.9421
elaphodus_cephalophus,11.81,10.05,36.29,5018.4,27.04,-0.66,27.7,14.58,9.04,21.5,2.11,467.49,64.99,18.13,53.46,181.97,45.33,136.38,90.92,132.2,0.7295
elephantulus_brachyrhynchus,19.12,8.87,60.55,2253.6,27.17,12.53,14.64,20.59,17.66,24.25,14.0,1314.87,157.54,71.2,35.02,441.12,177.99,371.47,247.65,306.5,0.9927
elephantulus_edwardii,9.79,10.42,33.76,5686.2,26.76,-4.09,30.85,12.88,6.71,20.59,-1.0,457.64,65.74,16.05,57.91,184.08,40.13,134.53,89.68,128.0,0.6814
elephantulus_fuscipes,23.69,8.09,89.0,612.0,28.69,19.6,9.09,24.6,22.78,26.87,20.51,1930.68,209.32,122.15,24.08,586.09,305.37,534.88,356.58,375.2,0.9466
elephantulus_intufi,15.66,9.42,44.95,3589.2,27.18,6.23,20.95,17.76,13.57,22.99,8.33,757.69,97.81,35.4,43.93,273.87,88.51,217.43,144.95,211.0,0.919
elephantulus_myurus,13.6,9.83,41.66,4152.6,26.58,2.97,23.61,15.96,11.23,21.86,5.33,584.53,77.74,25.48,47.68,217.68,63.71,168.84,112.56,264.0,0.8253
elephantulus_revoili,19.83,8.84,71.87,1756.8,26.6,14.3,12.3,21.06,18.6,24.14,15.53,1527.38,177.74,86.92,31.71,497.66,217.3,428.97,285.98,430.6,0.9924
elephantulus_rozeti,10.07,10.26,32.36,5868.0,27.51,-4.2,31.71,13.24,6.9,21.17,-1.03,486.97,70.57,16.59,59.12,197.6,41.47,143.44,95.63,0.0,0.7054
elephantulus_rufescens,24.55,7.98,88.86,214.2,29.49,20.51,8.98,25.45,23.65,27.69,21.41,1977.7,208.95,129.49,21.43,585.07,323.73,545.28,363.52,429.8,0.9306
elephantulus_rupestris,12.93,9.87,38.31,4606.2,27.09,1.34,25.75,15.51,10.35,21.94,3.92,511.54,69.65,21.01,50.71,195.02,52.53,148.53,99.02,153.1,0.7753
elephas_maximus,20.35,8.5,58.83,2214.0,28.3,13.84,14.46,21.79,18.9,25.41,15.29,1359.12,162.47,73.89,34.76,454.92,184.73,383.79,255.86,136.7,0.9864
eligmodontia_moreni,12.17,10.03,37.79,4775.4,26.78,0.22,26.55,14.83,9.52,21.47,2.88,482.7,66.29,19.37,51.84,185.61,48.44,140.43,93.62,190.2,0.7453
eligmodontia_morgani,3.62,11.46,27.73,7905.6,26.35,-14.98,41.33,7.75,-0.51,18.09,-10.84,801.06,127.42,18.22,72.7,356.78,45.55,241.4,160.93,34.2,0.6845
eligmodontia_puerulus,15.02,9.53,43.4,3803.4,27.1,5.14,21.96,17.21,12.82,22.7,7.33,688.36,89.89,31.35,45.36,251.68,78.36,198.03,132.02,209.2,0.8892
eligmodontia_typus,4.73,11.31,29.0,7410.6,26.18,-12.82,38.99,8.63,0.83,18.38,-8.92,704.78,109.68,17.97,69.4,307.12,44.92,211.23,140.82,96.5,0.6818
eliomys_melanurus,11.27,10.3,38.52,4813.2,25.97,-0.76,26.73,13.94,8.59,20.62,1.91,460.04,63.3,18.37,52.09,177.23,45.92,133.89,89.26,311.6,0.7145
eliomys_quercinus,4.21,11.35,28.04,7723.8,26.47,-14.01,40.47,8.25,0.16,18.37,-9.96,771.52,121.75,18.33,71.49,340.9,45.82,232.03,154.69,29.8,0.6909
eliurus_majori,15.77,9.54,50.11,3184.2,26.24,7.2,19.04,17.67,13.86,22.43,9.1,883.65,111.59,43.28,41.23,312.44,108.2,252.38,168.26,385.4,0.9505
eliurus_minor,15.34,9.61,48.67,3335.4,26.2,6.45,19.75,17.31,13.36,22.25,8.43,824.74,105.01,39.7,42.24,294.04,99.25,235.97,157.32,380.0,0.9345
eliurus_myoxinus,15.06,9.66,47.92,3423.6,26.16,5.99,20.17,17.08,13.05,22.12,8.0,791.33,101.24,37.7,42.82,283.48,94.26,226.65,151.1,380.9,0.9233
eliurus_penicillatus,14.35,9.78,45.74,3682.8,26.11,4.72,21.39,16.49,12.21,21.83,6.86,702.54,91.15,32.46,44.55,255.22,81.16,201.82,134.55,369.3,0.8871
eliurus_tanala,14.48,9.76,46.11,3636.0,26.13,4.96,21.17,16.6,12.36,21.89,7.07,717.88,92.91,33.36,44.24,260.13,83.39,206.12,137.41,370.5,0.8942
eliurus_webbi,15.76,9.54,50.08,3187.8,26.23,7.18,19.05,17.66,13.85,22.42,9.09,882.22,111.43,43.19,41.25,312.0,107.98,251.99,167.99,385.2,0.9502
ellobius_fuscocapillus,6.93,11.04,32.44,6359.4,25.64,-8.39,34.03,10.33,3.52,18.84,-4.98,500.07,74.18,15.67,62.4,207.69,39.18,148.12,98.75,252.6,0.638
ellobius_talpinus,1.45,11.92,27.11,8460.0,25.62,-18.33,43.95,5.84,-2.95,16.83,-13.94,860.23,140.15,16.92,76.4,392.41,42.29,260.82,173.88,108.3,0.6477
emballonura_alecto,22.69,8.27,89.21,954.0,27.79,18.52,9.27,23.62,21.77,25.94,19.45,1845.42,204.46,113.25,26.36,572.48,283.12,513.36,342.24,367.9,0.9629
emballonura_atrata,14.9,9.69,47.39,3483.0,26.15,5.7,20.45,16.95,12.86,22.06,7.74,770.06,98.84,36.44,43.22,276.75,91.09,220.71,147.14,377.9,0.9157
emballonura_beccarii,22.41,8.36,89.31,948.6,27.55,18.2,9.36,23.34,21.47,25.68,19.13,1840.05,203.79,112.97,26.32,570.62,282.43,511.83,341.22,414.5,0.967
emballonura_monticola,25.42,7.7,88.5,259.2,30.2,21.5,8.7,26.29,24.55,28.46,22.37,1997.18,211.63,130.27,21.73,592.58,325.67,550.95,367.3,275.7,0.9128
emballonura_raffrayana,23.03,8.26,89.2,694.8,28.13,18.86,9.26,23.96,22.11,26.27,19.79,1903.5,207.47,119.55,24.63,580.9,298.88,527.87,351.91,437.6,0.9577
emballonura_semicaudata,25.46,7.58,88.35,514.8,30.18,21.6,8.58,26.32,24.6,28.47,22.46,1982.91,213.64,126.52,23.43,598.2,316.31,548.7,365.8,148.3,0.912
enchisthenes_hartii,25.2,7.64,88.43,567.0,29.95,21.31,8.64,26.06,24.33,28.22,22.17,1971.03,213.08,125.19,23.78,596.61,312.98,545.76,363.84,164.8,0.9174
eoglaucomys_fimbriatus,9.45,10.42,32.52,5940.0,27.08,-4.97,32.05,12.65,6.24,20.67,-1.77,483.12,70.25,16.26,59.6,196.71,40.66,142.42,94.95,61.7,0.6891
eolagurus_luteus,2.55,11.63,26.83,8328.6,26.38,-16.95,43.33,6.88,-1.78,17.72,-12.61,863.45,139.88,17.61,75.52,391.67,44.03,261.42,174.28,0.0,0.6734
eonycteris_major,24.83,7.83,88.68,369.0,29.69,20.85,8.83,25.71,23.95,27.92,21.74,1979.67,211.29,127.92,22.46,591.61,319.8,546.84,364.56,314.4,0.925
eonycteris_robusta,18.92,8.96,62.69,2178.0,26.78,12.5,14.29,20.35,17.49,23.92,13.92,1340.78,159.94,73.16,34.52,447.84,182.91,378.45,252.3,372.6,0.994
eonycteris_spelaea,21.33,8.36,66.67,1807.2,28.23,15.69,12.53,22.59,20.08,25.72,16.95,1542.87,180.08,87.37,32.05,504.22,218.42,433.58,289.06,176.0,0.9795
eospalax_fontanierii,8.44,10.62,31.82,6224.4,26.81,-6.59,33.39,11.78,5.1,20.13,-3.25,508.38,74.93,16.31,61.5,209.81,40.78,150.35,100.23,83.1,0.6802
eothenomys_melanogaster,11.78,10.06,36.34,5016.6,27.01,-0.68,27.69,14.55,9.01,21.47,2.09,466.84,64.89,18.11,53.44,181.7,45.28,136.19,90.79,137.5,0.7285
episoriculus_fumidus,13.18,9.93,41.26,4248.0,26.41,2.35,24.06,15.58,10.77,21.6,4.76,559.48,74.78,24.1,48.32,209.4,60.24,161.78,107.85,283.4,0.806
epixerus_ebii,23.08,8.02,79.73,1283.4,28.61,18.55,10.06,24.08,22.07,26.6,19.55,1765.65,199.66,105.12,28.56,559.04,262.8,493.11,328.74,154.3,0.9566
epomophorus_crypturus,16.05,9.42,48.61,3258.0,26.71,7.33,19.39,17.99,14.11,22.84,9.27,865.91,109.79,42.05,41.72,307.41,105.14,247.53,165.02,306.7,0.9491
epomophorus_gambianus,21.49,8.32,67.56,1762.2,28.27,15.95,12.32,22.73,20.26,25.81,17.18,1563.67,182.02,88.94,31.75,509.65,222.34,439.19,292.8,172.6,0.9778
epomophorus_grandis,23.28,8.05,88.95,1053.0,28.26,19.21,9.05,24.19,22.38,26.45,20.11,1835.04,204.57,111.6,27.02,572.79,279.0,511.08,340.72,231.0,0.9535
epomophorus_labiatus,25.13,7.8,88.64,208.8,29.98,21.17,8.8,26.01,24.25,28.22,22.05,1991.15,210.3,130.43,21.39,588.84,326.08,548.95,365.97,342.7,0.9189
